code,v02,v03,v04,v05,v06,v07,v08,v09,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26
915,,,,,,,,,,,,,,,,,,,,,16.67,14.29,0.00,25.00,-20.00
915,,,,,,,,,,,,,,,,,,,,,50.00,-13.33,-23.08,,
915,,,,,,,,,,,,,,,,,,,,,14.13,14.29,0.00,-12.50,9.52
915,,,,,,,,,,,,,,,,,,,,,,,,,
915,,,,,,,,,,,,,,,,,,,,,,,,10.62,
915,,,,,,,,,,,,,,,,,,,,,,-28.57,,,
915,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,
915,,,,,,,,,,,,,,,,,,,,,,-20.00,,,
915,,,,,,,,,,,,,,,,,,,,,,-10.00,0.00,,
915,,,,,,,,,,,,,,,,,,,,,,15.00,30.43,,
915,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00
915,,,,,,,,,,,,,,,,,,,,,,0.00,,,
915,,,,,,,,,,,,,,,,,,,,,,0.00,,,
915,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,-50.00,
915,,,,,,,,,,,,,,,,,,,,,,,-25.00,,
915,,,,,,,,,,,,,,,,,,,,,,,,,
915,,,,,,,,,,,,,,,,,,,,,,,68.22,,
915,,,,,,,,,,,,,,,,,,,,,,,20.00,33.33,
915,,,,,,,,,,,,,,,,,,,,,,,-28.57,,
915,,,,,,,,,,,,,,,,,,,,,,,6.25,11.76,-5.26
915,,,,,,,,,,,,,,,,,,,,,,,-60.00,100.00,-25.00
915,,,,,,,,,,,,,,,,,,,,,,,-0.71,7.19,
915,,,,,,,,,,,,,,,,,,,,,,,-28.57,,
915,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00
915,,,,,,,,,,,,,,,,,,,,,,,,,
915,,,,,,,,,,,,,,,,,,,,,,,,-54.00,8.70
915,,,,,,,,,,,,,,,,,,,,,,,,-25.00,
915,,,,,,,,,,,,,,,,,,,,,,,,-28.57,
915,,,,,,,,,,,,,,,,,,,,,,,,-28.57,
915,,,,,,,,,,,,,,,,,,,,,,,,,0.00
915,,,,,,,,,,,,,,,,,,,,,,,,,0.00
915,,,,,,,,,,,,,,,,,,,,,,,,,0.00
915,,,,,,,,,,,,,,,,,,,,,,,,,-54.29
915,,,,,,,,,,,,,,,,,,,,,,,,,-11.43
915,,,,,,,,,,,,,,,,,,,,,,,,,0.00
272,0.00,,,,,,,300.00,,,,,,,,,,,,,,,,,
272,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
272,-20.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,
272,-65.52,50.00,66.67,0.00,20.00,-50.00,66.67,0.00,0.00,92.00,4.17,50.00,-13.33,7.69,7.14,-6.67,0.00,42.86,25.00,20.00,-16.67,,,-37.50,
272,,25.00,5.00,,,,,,,,,,,,,,,,,,,,,,
272,,0.00,7.69,42.86,0.00,100.00,-45.00,0.00,9.09,,,,,,,,,,,,,,,,
272,,,,10.00,-27.27,200.00,,,30.00,53.85,0.00,10.00,-4.55,,,,,,,,,,,,
272,,,,66.67,20.00,,,,,,,,,,,,,,,,,,,,
272,,,,11.11,,,,,,,,,,,,,,,,,,,,,
272,,,,,-20.00,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,0.00,0.00,19.00,,,,,
272,,,,,5.00,11.11,0.00,,,,,,,,,,,,,,,,,,
272,,,,,,20.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
272,,,,,,42.86,-70.00,166.67,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,0.00,0.00,100.00,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,30.00,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,13.33,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,10.00,21.21,-25.00,13.33,0.00,5.88,-5.56,11.76,25.26,5.04
272,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,87.50,,,,,
272,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,
272,,,,,,,,,,,,,,,,,,,,,,,0.00,-4.76,0.00
272,,,,,,,,,,,,,,,,,,,,,,-20.00,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,0.00
412,0.00,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,27.27,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,-35.00,,,,,,,
412,20.00,16.67,,,,,,,,,,,,,,,,,,,,,,,
412,133.33,,,,50.00,,,30.00,,,11.11,,,,,,,,,,,,,,
412,7.69,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,0.00,0.00,0.00,,,,,,,,,,,,,,-84.00,681.25,,,,
412,5.26,-40.00,,,,,,,,,,,,,,,,,,,,,,,
412,28.57,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,70.00,-5.88,-31.25,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,157.14,,,,,,,,,,,,,,,
412,,,,,16.67,85.71,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,50.00,0.00,33.33,0.00,-75.00,,,,,,,,,,,,,,,,,,
412,,,,,-28.57,,,,16.67,85.71,,,,,,,,,,,,,,,
412,,,60.00,0.00,,,,,,,,,,,,,,,,,,,,,
412,,,-16.67,20.00,,,,,,,,,,,,,,,,,,,,,
412,,,,100.00,0.00,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,46.36,,,,,,
412,,,,,,,-30.00,,,,,,,,,,,,,33.33,,,,,
412,,,,20.00,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,-36.36,42.86,,,,,,,,0.00,-13.33,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,-33.33,16.67,28.57,-11.11,25.00,,,,,,,,,,,,,,,
412,,,,,,66.67,100.00,87.50,0.00,0.00,-33.33,0.00,,,,,,,,,,,,,
412,,,,,,62.50,,,,,,,15.38,,,,,,,,,,,,
412,,,,,,60.00,,,,,,,,13.33,,,,,,,,,,,
412,,,,,,,20.00,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,-35.00,,,,,,,,,,,
412,,,,,,,,-22.22,14.29,-25.00,200.00,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,166.67,-31.25,,,,,,,,,,,,,,,,
412,,,,,,,,-20.00,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,0.00,,,,,,,,,,,,,,,,
412,,,,,,,,,207.69,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,128.57,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,4.76,-13.64,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,0.00,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,17.65,,,
412,,,,,,,,,,,,,,-33.33,100.00,-25.00,,,,,-33.33,130.00,,,
412,,,,,,,,,,,,,,,10.34,6.25,-11.76,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,-29.29,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,-15.00,,,,,,0.00,50.00,-2.22
412,,,,,,,,,,,,,,,-40.00,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,0.00,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,-32.50,48.15,,,,,,,,27.50
412,,,,,,,,,,,,,,,,0.00,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,-28.57,,,,,,,,
412,,,,,,,,,,,,,,,,,,100.00,0.00,0.00,-25.00,,,,
412,,,,,,,,,,,,,,,,,,-20.00,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,-40.00,,,,,,
412,,,,,,,,,,,,,,,,,,,53.85,0.00,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,114.29,,,,,
412,,,,,,,,,,,,,,,,,,,,22.73,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,-33.33,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00
412,,,,,,,,,,,,,,,,,,,,,-3.70,,,,
412,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,105.88
412,,,,,,,,,,,,,,,,,,,,,,300.00,,,
412,,,,,,,,,,,,,,,,,,,,,,0.00,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,25.00,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,20.00,,
412,,,,,,,,,,,,,,,,,,,,,,,,53.33,
412,,,,,,,,,,,,,,,,,,,,,,,,,46.67
236,,,,,,64.29,-13.04,0.00,24.80,-7.05,20.69,2.86,66.67,-33.33,62.50,-35.92,20.05,,,,,,,,
236,0.00,,,7.69,21.43,-1.76,-4.19,,,,,-32.99,52.28,-2.33,-2.73,22.81,14.29,-50.00,45.00,-3.45,25.00,-2.86,0.00,32.35,0.00
236,6.87,42.86,-35.00,0.00,7.69,-15.00,,,,,,,,,,,,,,,,,,,
236,80.72,,,,,,,,,,,,,,,,,,,,,,,,
236,-12.90,-3.70,11.54,31.03,5.26,5.00,42.86,-26.33,17.65,-3.85,0.00,0.00,20.00,23.33,-5.41,0.00,0.00,14.29,-7.50,21.62,-11.11,,,0.00,25.00
236,,,,,,,,,,7.78,5.56,8.95,-3.38,0.00,5.00,9.52,8.70,-8.00,0.00,19.57,,,-13.33,46.15,0.00
236,-27.78,46.15,-21.05,33.33,5.00,-4.76,-30.00,28.57,22.22,2.27,-11.11,0.00,,,-11.11,-5.00,44.74,-18.18,-22.22,185.71,-50.00,20.00,16.67,-28.57,0.00
236,,,,,,62.50,,,,26.92,3.03,-15.59,14.98,6.06,5.71,-2.70,,,,,,,,,
236,,,,,,,-6.00,-11.35,-32.00,17.65,25.00,-20.00,35.00,11.11,-23.33,30.43,0.00,0.00,0.00,6.67,-6.25,-6.67,25.00,-15.71,18.64
236,,,,,,,,,,,,,23.33,,,,,,,,,,,,
236,,,,,,,,,,,,,,,-31.52,42.86,48.89,0.00,0.00,0.00,-17.91,0.00,0.00,0.00,0.00
236,,,,,,,,,,,,,,,,,,,,,,,,,-77.14
236,,,,,,,,,,,,,,,,,,,,-3.33,1.55,9.00,-1.87,3.17,-1.54
236,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,,,,,0.00,16.67,,,
236,,,,,,,,,,,,,,,,,,,,,-2.78,,,,
236,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,,,,,,,,,-11.54
184,-10.00,,,,,50.00,,,,,,,,,,,,,,,,,,,
184,0.00,,,,,9.09,,,,,,,,,,,,,,,,,,,
184,,275.00,-13.33,7.69,48.57,,,,,,,,,,,,,,,,,,,,
184,,,,42.86,25.00,,,,,,,,,,,,,,,,,,,,
184,,,,,53.85,0.00,5.00,,,,,,,,,,,,,,,,,,
184,,,,,,,6.67,16.67,,,,,,,6.25,17.65,0.00,,,25.00,8.00,11.11,13.33,17.65,
184,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,-16.67,40.00,-14.29,50.00,0.00,,,,,,,,,,,,,
184,,,,,,,,0.00,-35.00,-61.54,,,,,,,,,,,,,,,
184,,,,,,,,0.00,0.00,166.67,-37.50,,,0.00,0.00,0.00,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,-10.00,8.33,,,0.00,0.00,0.00,0.00,,,,,,,,,
184,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,,,-70.37
184,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,31.58,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,49.70,,,,,,,,
184,,,,,,,,,,,,,,,,,,74.42,,,,,,,
184,,,,,,,,,,,,,,,,,,,117.17,,,,,,
184,,,,,,,,,,,,,,,,,,,-21.05,-66.67,,,,,
184,,,,,,,,,,,,,,,,,,,,115.00,,,,,
184,,,,,,,,,,,,,,,,,,,,,,-12.00,36.36,50.00,
184,,,,,,,,,,,,,,,,,,,,,200.00,0.00,-33.33,60.00,3.12
184,,,,,,,,,,,,,,,,,,,,,,,,25.00,20.00
184,,,,,,,,,,,,,,,,,,,,,,,-66.67,,
184,,,,,,,,,,,,,,,,,,,,,,,125.00,,
142,-20.00,25.00,10.00,-9.09,-20.00,,,,,,,,,,,,,,,,,,,,
142,21.43,,,,,,-2.86,-11.76,56.67,-14.89,-12.50,,,,,,,,,,,,,,
142,,,,30.43,0.00,0.00,,,,,,,,,,,,,,,,,,,
142,,,,33.33,,,,,,,,,,,,,,,-15.79,,,,,,
142,,,,,22.22,,,,,,,,,,,,,,,,,,,,
142,,,,,,-1.00,13.64,6.67,4.17,12.00,-28.57,35.00,7.41,,,,,,,,,,,,
142,,,,,,,1.69,,,,,,,,,,,,,,,,,,
142,,,,,,,12.00,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,,,,,-12.50,,,,,
142,,,,,,,,,,,,,,28.00,9.38,0.00,,,81.82,0.00,-15.00,17.65,0.00,-7.00,1.08
142,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,,,,,,0.00,-33.33,0.00,0.00,
142,,,,,,,,,,,,,,,,,,,,,,-30.43,-4.37,128.76,
291,-33.33,6.25,135.29,-37.50,,,,,,,,,,,,,,,,,,,,,
291,36.36,,,,,,,,,,,,,,,,,,,,,,,,
291,,10.00,40.91,29.03,0.00,-3.00,54.64,-10.00,7.78,23.71,87.50,-11.11,-33.33,64.25,-33.03,,,,,,,,,,
291,,,,,,0.00,-5.26,11.11,0.00,25.00,0.00,-12.00,13.64,16.00,0.00,3.45,6.67,,,,,,,,
291,,,,,,,12.50,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,-20.00,25.00,,,,,,,,,,,
291,,,,,,,,,,,,,,0.00,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,16.00,29.31
291,,,,,,,,,,,,,,,,40.35,-68.00,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,58.23,-10.00,-11.11,25.00,50.00,-44.00
291,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,33.33,0.00
291,,,,,,,,,,,,,,,,,,,,,-14.29,16.67,,,
291,,,,,,,,,,,,,,,,,,,,,-8.51,4.65,11.11,,
291,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,0.00
291,,,,,,,,,,,,,,,,,,,,,4.00,,,,
291,,,,,,,,,,,,,,,,,,,,,-25.00,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,
164,0.00,20.00,150.00,-33.33,,,-44.83,9.38,92.29,9.96,,,,,,,,,,,,,,,
164,207.69,-30.00,,,,,-11.11,50.00,91.67,-47.83,41.67,,,,,,,,,,,,,,
164,,10.00,127.27,-12.00,13.64,-12.00,4.55,106.52,-15.79,70.00,1.47,-30.43,4.17,,,,,,,,,,,,
164,,,,,,,,,11.11,45.75,,,,,,,,,,,,,,,
164,,,,,,,,,,,,50.00,-11.11,25.00,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,6.06,14.29,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,12.50,11.11,22.00,-18.03,34.00,-10.45,0.00,-41.67,-14.29,,,,,,,,,,
164,,,,,,,2.56,-50.00,125.00,55.56,-3.00,17.82,,,,,,-16.67,-6.67,14.29,,,,,
164,,,,,,,,,24.44,0.36,18.51,-3.90,32.81,5.88,4.44,-4.26,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,-15.56,5.26,0.00,5.00,2.38,2.33,13.64,20.00,-10.00,20.37,-12.31,40.35,
164,,,,,,,,,,,100.00,0.00,100.00,-50.00,,,,,,,,,,,
164,,,,,,,,,,,,,47.06,,,,,,,,,,,,
164,,,,,,,,,,,,,,,16.67,14.29,0.00,-6.25,60.00,-33.33,22.50,-8.16,11.11,0.00,10.00
164,,,,,,,,,,,,,,,,0.00,25.00,20.00,16.67,-21.43,18.18,,,,
164,,,,,,,,,,,,,,,,11.11,6.67,-3.75,3.90,-25.00,50.00,-5.56,2.12,-73.50,
164,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,-18.92,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,-21.35,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,0.00
164,,,,,,,,,,,,,,,,,,,,,29.31,10.67,-51.81,25.00,0.00
164,,,,,,,,,,,,,,,,,,,,,36.36,-13.33,0.00,,
164,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,
165,-10.00,,,,,,,,,,,,,,,-34.21,,,,,,,,,
165,-63.41,126.67,,,,,,,,,,,,,,,,,,,,,,,
165,66.67,-28.00,,,,124.00,-4.82,10.69,1.69,-16.67,0.00,,,,,,,,,,,,,,0.00
165,10.00,36.36,20.00,9.44,0.00,12.69,8.56,3.73,12.00,3.57,3.45,3.33,12.90,14.29,2.50,,,,,,,,,,
165,,25.00,,,,,,,,,,,,,,,,,,,,,,,
165,,87.50,-20.00,,,,,,,,,,,,,,,,,,,,,,
165,,40.00,-28.57,50.00,16.67,-7.43,23.46,-10.00,22.22,9.09,0.00,10.00,,,,,,,,,,,,,
165,,,,,,,,,,,,,,-4.76,-5.00,-5.26,0.00,33.33,0.00,-33.33,,,,,
165,,,33.33,,,,,,,,,,,,,,,,,,,,,,
165,,,2.04,3.33,16.13,-12.78,27.39,0.00,23.50,1.21,16.00,,,26.67,5.26,0.00,,,,,,,,,
165,,,,30.00,23.08,4.37,,,,,,,,,,,,,,,,,,,
165,,,,30.00,2.56,-38.00,,,,,,,,,,,,,,,,,,,
165,,,,38.89,-20.00,10.00,13.64,12.00,21.43,2.94,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,33.33,,,,,,,,,,,,,,,,,,,,
165,,,,,,23.91,-5.26,0.00,-10.19,3.09,60.00,-6.25,-20.00,83.33,-18.18,11.11,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,-33.33,0.00,,,,,
165,,,,,,,,-11.11,,,,,,,,,,,,,,,,,
165,,,,,,,,,-25.58,87.50,,,,,,,,,,,,,,,
165,,,,,,,,,33.33,-25.00,33.33,-10.00,33.33,12.50,-7.41,-1.60,6.50,3.05,7.41,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,-44.00,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,6.87,3.57,
165,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,20.00,33.33,-37.50,26.00,,,,,,
165,,,,,,,,,,,,8.00,-44.44,,,,,,,,,,,,
165,,,,,,,,,,,,25.00,60.00,,,400.00,,,0.00,50.15,100.00,,,,
165,,,,,,,,,,,,-33.33,50.00,0.00,-33.33,50.00,133.33,2.86,4.17,6.67,-37.50,-30.00,42.86,0.00,-30.00
165,,,,,,,,,,,,-7.32,110.53,0.00,12.50,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,430.00,
165,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,-37.50,0.00,80.00,7.41,-3.45,17.86,0.00,0.00,6.06,,,,
165,,,,,,,,,,,,,-25.00,,,,,,,,,,,,
165,,,,,,,,,,,,,240.00,-41.18,,,,,,,,,,,
165,,,,,,,,,,,,,,60.00,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,-21.62,-3.45,25.00,5.71,-2.70,19.44,-6.98,12.50,11.11,6.00,0.00
165,,,,,,,,,,,,,,,85.00,102.70,20.00,-11.11,-69.38,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,-13.16,14.85,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,-16.67,40.00,-42.86,,
165,,,,,,,,,,,,,,,,1.89,-7.41,,,,,,,,
165,,,,,,,,,,,,,,,,-25.00,,,,,,0.00,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,25.00,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,-6.98,12.50,0.00,-11.11,50.00,0.00,-33.33
165,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,0.00,16.00,,,,66.67,
165,,,,,,,,,,,,,,,,,,,,-13.79,,,,,11.35
165,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,81.82,,,,
165,,,,,,,,,,,,,,,,,,,,,,66.67,-40.00,33.33,0.00
165,,,,,,,,,,,,,,,,,,,,,,,40.00,0.00,0.00
165,,,,,,,,,,,,,,,,,,,,,,,,,12.00
416,,,,-33.33,,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,87.50,66.67,20.00,-16.67,12.00,,,,,,,,,,,,,
416,,,,,,,,,,,0.00,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,25.00,0.00,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,,,,,,,,
150,13.64,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,0.00,,,,
150,,,,,,,,,,,,,,,,,,,,,,-16.67,,,
150,,,,,,,,,,,,,,,,,,,,,,,-42.11,,
150,,,,,,,,,,,,,,,,,,,,,,,,-18.18,
150,,,,,,,,,,,,,,,,,,,,,,,,,0.00
751,14.29,0.00,12.50,11.11,,,,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,,,,,,,,
751,,,,0.00,0.00,8.33,15.38,0.00,20.00,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,,,,,,,,
751,42.86,30.00,,,,,,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,,,,,,,,
751,0.00,-9.09,0.00,100.00,-35.00,13.85,1.35,8.67,-4.91,3.23,6.25,5.88,,,,,,,,,,,,,
751,-15.00,17.65,75.00,-18.57,-12.28,,,,,,,,,,,,,,,,,,,,
751,0.00,,,,,,,,,,,,,,,,,,,,,,,,
751,-48.89,,,,,,,,33.33,0.00,-6.25,-20.00,48.33,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,0.00,12.50,0.00,-33.33,,,,
751,,7.69,,,,,,,,,,,,,,,,,0.00,0.00,,,,,
751,,55.00,20.97,,,,,,,,,53.85,,,,,,,,,,,,,38.89
751,,33.33,,,,,,,,,,-25.00,0.00,26.67,,,,,,,,,,,
751,,0.00,,,,,,,,,,,,,,,,,,,,,,,
751,,100.00,,,,,,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,86.00,7.53,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,,,,,,,,
751,,0.00,,,,,,,14.29,0.00,25.00,,,,,,,,,,,,,,
751,,-27.27,12.50,,,,,,,,,,,,,,,,,,,,,,
751,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,
751,,20.00,0.00,,,,,,,,,,,,,,,,,,,,,,
751,,12.50,,,,,,,,,,,,-50.00,,,,,,,,,-33.33,-50.00,100.00
751,,0.00,-50.00,233.33,,,,,,,,,,,,,,,,,,,,,
751,,-32.00,47.06,,,31.67,-25.32,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,0.00,0.00,150.00,25.00,4.00,26.92,3.03,11.76,10.53,,
751,,,,,,,,,,,,,,,,,,,,,,,,,
751,,,,33.33,-18.75,,,,,,,,,,,,,,,,,,,,
751,,,,0.00,,,,,,,,,,,,,,,,,,,,,
751,,,,0.00,-10.00,,,,0.00,0.00,,,,,,-18.57,15.79,6.06,,,20.00,-11.67,,,
751,,,,,,,,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,11.11,3.33,22.58,0.00,-5.26,22.22,-9.09,35.00,,
751,,,,,,,,,,,,,,,,,,,,,,,,,
751,,,,,8.33,,,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,4.55,-7.61,,,,,,
751,,,,,,,,,,20.83,-34.48,,,,,,,,,,,,,,
751,,,,,,33.33,-25.00,0.00,,,,,,,,,,,,,,,,,
751,,,,,,15.38,,,,,,,,,,,,,,,,,,,
751,,,,,,,24.00,40.32,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,,,,,,,21.05,
751,,,,,,,,700.00,25.00,6.25,41.18,,,,,,,,,,,,,,
751,,,,,,,,7.00,-6.54,,,0.00,-20.00,40.00,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,,,,,,,,
